,Description,Ammonia,Apple,Apricot,Berry,Blue,Blueberry,Butter,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Fruit,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Menthol,Mint,Minty,None,Nutty,Orange,Peach,Pear,Pepper,Pine,Pineapple,Plum,Pungent,Rose,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree,Tropical,Vanilla,Violet,Woody
1132,jesus og bred tga subcool seed immaculate conception hell s angel og jack ripper talk unholy parentage jesus og prof godsend grower produce tall plant heavy yield user enjoy lemony kush aroma sativa dominant hybrid along heavy effect relax body leaving mind functional clear,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1133,jet fuel known g  seed ultimate cross renowned diesel strain combining aspen og high country diesel left sativa driven hybrid stay true influence sfv og kush east coast sour diesel lineage name jet fuel isn t purely devoted sweet pungent aroma diesel fume strain exudes high energy jolt uplifting sativa effect eventually level provide dream state relaxation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,jilly dawg sativa dominant hybrid created adam dunn s genetic cross tropical jillybean potent chemdawg  pairing defines jilly dawg s unique smell emanating note mango orange pine diesel jilly dawg s sativa driven effect make perfect strain creative social consumer looking spur good conversation heady thought,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1135,jillybean described upbeat happy hybrid flavor tangy orange mango strain top choice creative mind social butterfly looking unencumbered euphoria daytime hour bred crossing orange velvet space queen jillybean often express deep hue maroon leaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1136,many genetic combination fall name jimi hendrix southern oregon hybrid descends jack herer headband black cherry soda led sativa genetics jimi hendrix delivers cerebrally focused jolt euphoric energy help feed creativity focus low dos show diverse terpene profile jimi hendrix complex aroma span flavor earthy pine sweet lemon citrus,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,jock horror sativa dominant hybrid parented northern light two strain skunk haze family resinous bud offer fresh unique aroma uplifting effect best produced indoors grower expect tall plant flower   week,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1138,johnny s tonic sativa dominant california strain bred elemental seed took home  cannabis cup award high cbd content inherited cannatonic,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1139,joliet jake cresco lab brings back back bubba kush genetics together potent result funky undertone pre  bubba kush enriched floral aroma katsu bubba s phenotype mother generous trichome density hue purple foliage give strain appetizing appearance alongside pain mitigating effect relax mind body without excessively sedative enjoy  indica later day maximize strain s deep physical relaxation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1140,much known california bred hybrid jolly rancher hybrid strain nevertheless carved name among west coast genetics name initial appeal lie primarily jolly rancher s sour candied aroma although s something said high flying euphoria colorful bud coated sticky blanket sugar resin jolly rancher treat sens,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,josh d og karma genetics handcrafted og hybrid lineage stretching back florida  josh d matt bubba berger began developing genetics orlando helped define og culture know today strain three deep cross sfv og x triangle kush x hell s angel og offer consumer relaxing effect amplified kush flavor indica dominant hybrid euphoric happy still saddling consumer potent mid level sedation,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1142,named dark alcoholic beverage germany jr indica dominant strain tinge black licorice aroma little known genetics rumor placed jr somewhere hindu kush genealogy cross la confidential blue dream suspect bred popularized southern oregon stupefying name make jr s full body effect better described relaxing sedating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1143,known fruity juice cannabis strain developed sensi seed crossed pure afghani indica pure thai sativa juicy fruit large leafed thick stemmed plant color green purple broken color lavender orange amber purple float throughout trichome head stem flowering time approximately   week thc level measuring   smell described ranging tangy sweet sort fruit punch lemon blend piña colada plum effect begin dizzy light headed feeling last  hour,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1144,juicy jack combine tropical flavor juicy fruit therapeutic attribute jack herer hybrid balanced indica sativa heritage effect lean towards creative uplifting buzz associated sativas juicy jack creates flavorful mouthful sweet berry note mingle spiced earthy musk usher euphoric burst heady effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1145,juliet sativa dominant hybrid cross cinderella  nyc diesel uplift mind body sweet berry aroma subtle buzz cerebral energy promotes focus sharpens sens comfortable psychoactive experience conducive social activity juliet s happy calm may useful patient treating mood stress disorder anxiety depression,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,cali connection product julius caesar child imperial power socal master kush sfv og kush giving high quality pedigree plant average growing yield characteristic including flowering time   week effect powerful take quickly much conqueror named high thc content make strain ideal complete although sometimes brief stress anxiety relief,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1147,bred golden state genetics jungle juice hybrid strain cross animal cooky house tangie male balancing sweet sour citrus flavor strain offer flavorful release stress sleeplessness pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1148,named largest planet solar system jupiter og big impact user indica boast one highest yield planetary strain s fast acting extremely potent known among celestials particularly dense nugs abundance reddish hair jupiter og leaf nothing desired strain feature pungent fuel smell overpowering taste jupiter og provides heavy long lasting body high making great people looking relief insomnia pain,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1149,train mostly indica strain developed greenhouse seed cross og kush trainwreck parent popular right chosen try combine prized effect muscle relaxant quality og kush lucid mental buzz trainwreck induces train prepared sit back relax something creative thanks potency s popular medical choice treat depression stress disorder pain patient want relax without total sedation still strong indica train hit hard fast may prove intense ride plant easy grow flower  week oversized bud characteristic trainwreck lineage train s kush genetics dominate aroma making sweet earthy hint black licorice,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,k sativa dominant hybrid cross durban poison la kush variety took third place hash category  denver cannabis cup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1151,named earth s second highest mountain peak k sure leave higher elevation mellow flavor accented hint fruit spice captivating aroma helped make staple coffee shop amsterdam cross white widow hindu kush dependable dutch hybrid first attracted grower compact stature relaxing indica effect kept consumer battle anxiety insomnia asking,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1152,kc  bred kc brain holland   indica dominant hybrid cross afghani haze ukrainian landrace strain  mark breeder s age strain conceived  zesty lemon aroma kc  delivers weightless cerebral effect never sink body strain mainly bred outdoor cultivator plant thrive wet cooler climate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1153,cultivated kc brain kc  indica strain bred specifically flourish high latitude cross white widow kc  frosty compact bud deliver full body relaxation alongside sweet spicy floral aroma peaceful introspective quality kc  make indica perfect pair meditation enjoying nature,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1154,kt dawg offer complex mixture effect soothes uplift hybrid blend anti inflammatory pain relief pleasurable physical effect focused cerebral buzz kt dawg s aroma pungent reeking skunk forest floor earthy terpene mellow palate stimulating appetite creativity kt dawg cross kunduz tang tang stardawg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1155,kaboom cross combine jack s cleaner genetics vortex sativa dominant strain give energetic head buzz provides spark creativity lift mood medical patient enjoy kaboom s ability relieve pain maintaining daily function,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1156,kahuna  way cross super skunk big skunk korean jack herer afghan hawaiian brings together wide set influence complex high kahuna variety tropical influence parentage spiritually attuning effect used,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,created apothecary genetics kaia kush  sativa cross super silver haze og kush earthy spicy hybrid perfect daytime consumption creative relaxing effect won t impede productivity kaia kush s full onset slow patient dosing effect kick tend stick around long time pain appetite loss depression fatigue flushed away without feeling overly medicated first place champion  amsterdam high time cannabis cup suitable outdoor grows well indoor garden flowering time   week,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1158,kalalau kush stimulating sativa dominant hybrid named beautiful kalalau valley garden island kaua flower smell guava herbaceous undertone flavor tropical exhibiting hint mango musky spice kalalau kush offer consumer potent cerebral energy vigorous physical stimulation ideal outdoor activity patient combating depression lethargy strain produced pua mana st hawaiian pakalōlō seed bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1159,kalashnikova green house seed hybrid ak  white widow produce strong long lasting indica effect maintaining clear train thought kalashnikova s aroma mixture lemon mango sweet honey flavor spiced hash earthy musk kalashnikova usher full body relaxation stimulating creativity allows maintain outgoing nature social setting,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,another banger snow high seed kaleidos dope cross quick frosty sour lsd female snow high s og purple fire thai male creating delicious potent high yielding hybrid sure impress commercial grower connoisseur alike several excellent phenotype choose exhibiting high thc level anywhere   aroma flavor include grape bubble gum strawberry sweet sour fruit punch chem fuel combining euphoric body high colorful trippy visuals kaleidos dope may much novice consumer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1161,kali  mostly sativa strain characterized sweet fruity flavor hint caramel many patient kali  may relieve array symptom including depression pain stress cross kali mist ak  kali  delivers happy euphoric effect allow mind stay agile relaxing body sativa easy grow making ideal choice novice cultivator,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,kali china bred ace seed  indica strain combine uplifting kali mist potent china yunnan strain inherits stimulating engaging effect sativa parent along short flowering time china yunnan indica aroma sweet mango intermix earthy note hash spice intricate flavor profile kali china s effect command relaxation leave mind nimble enough conversation focus grown indoors kali china finish flowering   day outdoor garden complete bloom september october transition,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1163,og kush sour diesel hybrid royal queen seed powerful strain overwhelming aroma lemon diesel fuel kali dog sativa dominant cross heavy influence indica genetics give strain balanced effect described uplifting relaxing cerebral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,kali mist known deliver clear headed energetic effect verge psychedelic time despite unknown genetic history kali mist believed originated s crossing two sativa dominant hybrid lightweight sativa perfect choice consumer looking maintain focus productivity throughout day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1165,kandahar named homeland ancestor  indica strain bred ministry cannabis afghani parent grown near city kandahar crossed unknown afghan skunk hybrid help lighten indica intensity result powerful functional strain go best relaxing activity home aroma complex blend earthy wood nutty undertone fully realized kandahar s taste kandahar exhibit typical indica stature short bushy plant thick layer crystal trichomes indoor garden finish flowering   week outdoor harvest fall beginning october,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,kandy kush favorite dna genetics reserva privada line combine two california classic og kush thought christopher wallace cut trainwreck make tasty indica dominant hybrid although sativa phenotype displaying trainwreck structure noted name suggests flavor sweet candy strong lemon kush scent popular medicinal grower kandy kush provides potent indica high pronounced pain relief,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1167,kaptn s grand dream indica dominant hybrid steeped genetic diversity particular strain cross granddaddy purple lemon kush blueberry grape krypt og blue dream cherry pick unique cannabinoids make strain potent flavorful expect fruity terpene moderate sedative effect go full tranquilizer continued use,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168,karma bitch   hybrid cannabis strain bred rare dankness using parent strain skywalker og nevil s wreck produce well balanced cerebral sensation lingering note chocolate coffee pistil turn fiery orange color around   week resinous flower will ready harvest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1169,katsu bubba kush unique bubba kush phenotype deep floral terpene profile representing genetic namesake appearance bud structure katsu bubba s nugs dense resinous strain s high thc content hit consumer powerful euphoria cascade body relaxing weighing extremity utilize katsu bubba kush help insomnia nausea minor pain anticipate strong appetite stimulation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1170,katsu kush katsu indica cannabis strain descends hardy hindu kush landraces indica named original breeder s alias garnered reputation powerful full body effect leave blissfully stuck couch phenotype katsu kush exhibit higher level cbd patient treating pain inflammation anxiety keep eye type sweet earthy flavor katsu kush offer solution stressful day sleepless night,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,kaua electric hawaiian landrace sativa cultivated powerline trail near mt wai ale ale known rainiest place earth hearty sativa exhibit range bright tropical color smell passionfruit guava flavor fresh tropical aftertaste skunk earth kaua electric carefree cerebral energy leaving body light blissful,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,cultivated joseph arthur botanical colorado kelly hill gold   indica dominant strain cross acapulco gold chemdawg  bud large full orange pistil strain give strong earthy note smell burnt coffee averaging   thc potent effect will send relaxed euphoric state help alleviate anxiety stress,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1173,ken s kush potent hybrid cannabis strain bred ken estes cross famous granddaddy purple equally esteemed og kush sour diesel together parent pas flavor profile sweet berry sour skunk grassy earth dreamy relaxation pours mind body helping feel serene without sedation typically associated heavy indica variety,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1174,kerala krush flying dutchman  sativa strain unites genetics skunk  south indian sativa uplifting sativa delivers smooth clear cerebral buzz flavor mango fruit warm spice patient may gravitate strain relief menstrual cramp nausea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1175,key lime pie burning bush nursery gourmet phenotype superstar strain girl scout cooky selected strong indica characteristic heavy resin production dynamic hybrid boast flavor lime candy mint spice spark flavor earth chocolate activated heat bud key lime pie regularly show trace purple hue due plant s affinity towards colder temperature bold indica influence produce relaxing body effect help relieve chronic pain insomnia known overwhelm le familiar cannabis,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,khalifa kush wiz khalifa og hybrid bred specifically rap artist wiz khalifa claim descended og strain real khalifa kush supposedly unavailable public acquired strain name say effect aroma similar og kush sour lemon pine active cerebral buzz ideal morning daytime use,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1177,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,khufu indica dominant hybrid devil s harvest seed company combine cheese afghani  sfv og genetics excellent effect grower expect extremely high yield potent kush type flower giant calyx little leaf effect khufu will leave wanting nothing gorge snack glued favorite chair patient treating pain anxiety nausea insomnia may benefit khufu s therapeutic effect,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1179,cross girl scout cooky forum cut snowman og kid n kookies kid n blaze collaboration fresno ca breeder loud seed christopher kid reid better known one half famous  rap duo kid n play potent indica dominant hybrid testing  thc kid n kookies heavy sedating high provide relief pain nausea migraine insomnia flavor much cookie taste gsc undertone pine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,kilimanjaro pure sativa landrace mountain slope tanzania originally cultivated use hunting religious practice native population tribe commonly referred strain elephant stomper utilized energetic hyper effect aroma carry note lemony citrus fruit kilimanjaro s tall growth make ideal outdoor greenhouse garden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1181,kill bill cleverly named cross killer queen willy s wonder hybrid strain seek assassinates stress pain appetite loss vengeful uma therman skunky piney hybrid reservoir seed delivers flood cerebral energy coupled overpowering calm envelops body head toe grower raise kill bill plant outdoors indoors either soil hydro garden long bud given least   week fully mature,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,cross killer queen querkle killer grape heavy handed   hybrid strain deal stupefying blast cerebral euphoria deeply relaxing effect lavender purple hue tinge leaf bud underneath dusty coat snow white resin strain norstar genetics get name sour grape aroma bud carry accented spicy hashy undertone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1183,british columbia native killer queen outcome imaginative cross g cinderella  uplifting thought provoking hybrid great workaholic daytime relief effect strain felt heavily face eye forehead evidencing sativa aspect hybrid upon first taste killer queen take fruity characteristic cinderella  tropical flavor quickly followed earthy herbal tone searching energizing strain allows focus killer queen may perfect match,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1184,killing field result clever breeding sannie s seed using two strain one jack ve come sativa known complex aroma killing field pack candy sugar spice mix note berry citrus feel treat especially patient looking something tasty many sativas strain slower flower   week grows tall space must especially plant best indoors bud show will large foxtail dark green blue one sativa lover strong cerebral feeling last,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,kimbo kush named late kimbo slice beautifully flavorful indica dominant hybrid lineage fruity stunning cross blackberry kush starfighter strong parentage offer heavier average kush experience leaning closer full indica buzz every puff starfighter supply kimbo touch citrus brightness illuminates thoughtful element kush genetics enjoy strain end day potent relaxing effect might give   punch o kimbo slice known,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1186,king cake clone strain oregon grower golden beaver farm combine ken s granddaddy purple mystic gem originally released name disco glitter tested  thc combine uplifting creative head high relaxing body feel king cake feature unique terpene profile smell sweet basil licorice produce frosty purple green yellow flower reminiscent mardi gras pastry named,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1187,king kong mothered ed rosenthal super bud indica dominant hybrid head toe effect strong giant ape dense conic bud come frosted crystal ribboned hair despite short flowering time   week king kong known pungent sour skunky smell long lasting effect target pain nausea anxiety appetite even though genetics tip toward indica side king kong uplifting focused effect enjoyed indica sativa lover alike,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1188,king louis xiii might famous making wig men de rigeur french aristocracy southern california name will bring mind popular indica dominant strain strain announces many people s smell difference monarch s odor one s meant enjoyed dense nugs overwhelmingly piney smell earthy musk will thinking last forest adventure bred part og kush louis xiii similar spicy kush aroma good insomnia strain often test  thc,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1189,said sativa landrace blue mountain jamaica king s bread king s breath delivers mellowing euphoric cerebral effect finger bulb reach citrus scented bud wrapped crystal trichomes lamb s bread counted among progeny although king s bread s lineage well documented pain relief appetite stimulation stress alleviation therapeutic benefit king s bread offer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1190,king s kush bred green house seed derives og kush elusive grape strain gradual powerful effect king s kush famous potency shiny trichromes flowering strain come across sweet sour powerful tangy grape scent well hint lavender flowering time king kush approximately  week point purple blue vein will appear plant king kush s thc content ,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,formally queso wonderful hybrid created  kannabia seed using cheese afghani genetics kiss hybrid strain provides powerful body effect mood elevation potent flower typically used relieve pain anxiety insomnia offering pugent cheese aroma aroma come assumed cross northern light skunk speaking   indica dominiant split described kannabia hailing spain savory international delight treat anyone lucky enough hand caked kiefy dust europian native,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,late s skunk invasion landed new zealand s shore kiwiskunk introduced new zealand skunk variety met nyc diesel adding little something extra flavor profile   indica dominant strain give potent skunky smell sweet citrus flavor ll likely left happy couch locked feeling best enjoyed curling comedy movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,kobain kush indica dominant hybrid cross pre  bubba kush white lotus goal breeding project red eyed genetics increase yield stretch overall vigor early bubba kush cutting achieve shorter vegetative cycle enhance overall potency bag appeal subtle hint purple begin show late flowering period kobain kush bud emit mixture sweet coffee earthy pine highlighted diesel undertone relaxing kick indica effect will help calm stress relax body head toe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,kona gold sativa strain traveled far native origin volcanic soil hawaii s big island soaring cerebral focused euphoria capture mind leaving body light functional making sativa perfect pair replacement morning cup coffee tropical medley pineapple citrus flavor cut sharp sour aroma almost compared diesel fuel authentic kona gold unique mineral rich homeland replication overseas still much offer sativa enthusiast,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
